id,saleprice
1408,194064.30088709385
331,86766.18002932928
170,135778.96465681907
2192,93138.47156962132
2571,285832.5966012436
2314,161508.94466923323
2647,90021.67079839557
422,439579.98861872766
2457,335433.0478905323
1838,179169.13117377053
2805,260367.41305276152
1645,155116.52131059684
1711,312127.10240663274
2825,248805.94580303083
322,294630.0174679986
2103,267068.0546535513
342,118590.10775141254
600,121307.82459034945
488,165450.6120470139
1725,304648.0462959354
2246,311887.86204468156
2847,145041.11070515157
806,232361.03303198246
530,236410.21682276108
963,195731.39560573507
2678,97856.99370795437
171,76683.22722315245
2401,421507.09573179483
805,221309.74567508095
2259,259962.81672337028
1748,182321.75569544916
1361,137035.41251367854
1677,104755.4567375703
1406,174324.59802235212
2322,264474.89613723743
688,143181.5135704005
143,141472.61248780717
804,198633.7924221232
1214,211033.13848372689
2828,126958.6474161453
1999,191934.97938195604
2467,203435.87131619948
2665,158756.40004851832
1538,327331.888180495
398,112109.1567932243
2822,156250.34042205784
2157,130482.53732631366
1856,209296.27043824494
1269,79018.32975641266
2570,94883.02990335635
2320,240068.73542044943
1517,141808.32611805998
2304,141400.9384009792
1312,81155.19617529829
2012,131140.98115664476
506,264334.68223877985
2865,211909.73007708922
2367,104131.0303747274
554,85339.95828705437
238,138620.07082351
1954,96548.49270028694
2488,98050.29396814566
2291,53970.45947062273
1969,121674.33723293709
2725,191516.7637503722
1482,135767.53412058388
2763,209859.34357210484
503,271657.8843611595
1584,242879.1769555163
1531,148133.08817496238
2210,197897.98728215412
459,320694.3174905072
556,122152.59597770816
1347,131184.3668681337
1290,67253.56650589993
1388,102445.04317420066
1571,335956.3640760798
2754,206483.39849152407
765,129792.1682022197
2494,126757.21618252447
2870,252714.16108021562
7,241146.4462861873
1114,225546.73495885739
2418,271464.73414436006
291,102917.60888978471
18,362890.474485092
39,378742.8858930002
1001,285980.16611722985
2442,229033.30827106212
616,107106.11465438342
2680,99534.51211213355
1414,125251.59031697115
289,171430.7830091738
40,281810.0908538443
860,126217.1138548454
409,110794.63010987257
673,159864.09782699283
2427,191371.26411543912
2036,217217.19130926617
2564,130068.44985123057
642,176389.03318914512
1008,167873.69610529253
1908,153891.3599046967
2519,202741.6159239687
1369,87288.30747230817
2855,151050.1213648908
712,98340.06681303775
1943,115613.95988114018
1958,125906.33821325151
107,167669.72174445458
2295,202123.42080871775
704,106904.25852697653
676,120713.72955112526
259,175774.24048650503
93,283223.3934287845
106,242976.57877204343
2315,178707.76037738903
1050,80826.08819242464
1095,206614.72580017013
2709,159840.64058189682
758,156568.59945279034
1496,164113.8118120595
2370,117930.72485682265
2458,289989.0546351699
2733,127117.64391815284
161,225629.8484318978
726,149115.0706014492
845,217338.19430334677
947,262674.97412788647
2232,115914.74987104315
2563,133847.3776354685
2299,122253.21103072891
211,47210.591025455506
605,147786.52354218363
1478,191301.32588501705
2247,289430.9004002598
2274,225892.58764686104
2869,230897.24213662255
967,206387.90459132058
2656,117557.28308878811
667,197567.52243417932
1042,106521.92846270913
2023,153465.9464152407
2447,370713.8028429701
2055,126358.44821044417
2275,304275.23403985857
2204,176464.7149992584
1563,285492.7946622159
483,215556.06367954632
796,123662.26468975923
1526,155317.23659357027
2042,129345.40059094333
442,340587.47239146626
1693,327968.2442466097
1468,212843.83718166596
1430,190213.3360339273
2605,136672.46018042805
1529,204764.69835050555
335,146301.90390250596
1287,114187.69576373245
31,92659.24329142702
1785,328711.17908384715
82,159762.67755951767
2620,98396.23953132721
252,174796.31796525902
721,46541.554915774235
2165,192923.24516913528
2316,200142.39392554463
775,152479.60474457932
1558,103639.98459363612
17,223904.05088175638
1022,239035.53459316425
925,119524.01749003818
438,296386.8377347187
1270,143553.02093878164
1272,139789.38525533263
215,124912.1067034276
266,231016.89790798942
2402,308820.25451530033
1250,126925.18987481002
1984,115033.90935630006
1279,147709.40334648936
377,236391.79170278923
1252,90325.24299158191
2156,255259.58305779123
499,337947.88041308976
1374,129609.63592138147
2898,234550.74972635234
401,109518.2027943455
2721,131786.0606959835
2078,252695.74029233892
2589,127119.79870220902
1946,245379.54060613707
1334,109948.88116061097
2781,221656.65970469397
431,382094.2336461765
576,203149.26921610098
1474,204808.9382196259
2254,151402.47006891383
2155,278213.86037154344
885,95998.78935774213
643,143039.95648469747
1944,135498.52753894936
480,196168.46885222435
2845,88174.96977488419
2387,333772.70771522284
2407,217904.19702611494
2527,174462.94979119016
2514,138132.58477611432
629,154014.14120740953
80,206818.7295651042
1876,136454.85911232652
1546,114373.33115408685
2518,177800.83372604987
2347,136074.89758166735
783,231900.02510404738
1322,38625.69863266569
194,101408.60588830293
1770,316927.75040675286
2143,144466.01865487543
1229,233070.07940740013
511,278780.1586809894
46,239806.50594719654
1348,152644.66144922836
2465,208601.92296317744
387,234861.17764462365
873,221566.89242888012
1918,93189.67138474676
2764,233808.18390035586
2184,132822.16187410543
934,143518.90289309982
1920,116578.19596274546
2631,147071.94632694227
1768,553403.8539386578
2040,129490.31565686791
1749,217266.56784264013
834,263969.91635828104
1457,227126.57830417424
79,87500.63980393777
2302,119619.09640834309
1817,155181.03401251262
2755,251651.66145467962
359,175739.48477423235
2059,101541.63604741536
2092,225810.72003052756
2516,233407.38241373046
150,111870.65644570097
1656,107808.30127513694
83,101609.21465190445
2411,198699.743506928
795,86134.27719466762
2312,216918.28732427035
2917,111752.72125912618
1624,171729.2643664459
2215,297927.6628208625
1211,140596.91247147348
1485,149173.1951466906
1024,189284.17224414035
570,194177.7435600579
2874,155566.59553514788
700,127208.13393598676
2756,224398.86542724734
2022,183836.70530883071
583,237662.48374996954
2392,375340.8861822606
2424,188807.6278547598
212,105824.00132188312
736,132600.870140415
1610,166986.18395942383
890,110142.00844603614
467,186239.1604231983
578,179766.29667622116
1747,193352.77060437913
1149,146390.87121626912
2758,255075.5301038828
857,132258.75843158897
2219,247789.5104039668
733,87901.11552022898
2909,111078.7880962118
1798,255990.82939602042
235,132022.27044475602
2366,116809.78188288667
1027,132278.28059492892
1195,142996.63387716503
1303,35342.943958122996
148,196146.69761406985
608,160862.60758336948
2515,218525.94309297288
821,268026.8614738023
2500,276171.1642303802
745,112120.11067196233
741,136768.7306469808
1611,168334.57862848433
2532,130916.14639287716
1081,235543.13391698897
1692,427717.7611217763
2520,184913.30967076583
276,105912.09537329971
1992,126639.9896106461
663,44092.504184497826
418,115629.31585143592
1733,206726.01969019428
2359,138080.1488701157
253,194620.1804933738
1518,179318.16834462553
2035,147832.77631368744
2919,69228.87268309967
1540,242204.93842322828
2120,146767.51622607713
1674,166253.79764675978
256,139962.02774993976
2361,113234.62957748855
978,73761.07642112154
2280,117908.64815844467
2095,233318.5018402612
1709,335536.86570373946
2801,246091.64177991438
1246,119897.58853464831
2373,90194.18723660376
1055,321333.8531154345
2017,140087.15913506137
1099,318920.59740265855
1344,67314.18880542129
835,206315.2815182742
1117,236625.75669206658
2043,88173.77958262741
2085,100826.11670670801
410,149319.25011404094
2650,113142.98226639428
2867,165154.70392954926
1668,107393.69642804244
1161,158191.25318688783
2122,176641.86723670634
2539,157296.49754729797
1047,131559.09396104468
1445,138108.23345098144
541,121722.10940598993
569,233377.4067275315
1276,122099.28936229265
918,156412.2328960097
326,169729.13075381308
1936,129671.5527111599
895,100490.36488333845
257,151852.01785177435
1241,171216.14247970257
1545,121144.33488766379
1189,170904.5063869753
270,131754.5088354481
2066,184824.5057446793
693,104131.79329699084
1259,140070.229661746
2916,153684.92297306185
2321,325313.0711325584
1977,95604.55237732726
1895,138710.04332037663
1240,185435.7476315737
85,156058.2364865884
1823,118948.49603600075
825,291102.2699834537
110,234136.16456903773
697,108305.73366138144
2297,120931.70772578311
1231,125694.74804766613
1355,133566.8070224519
968,327092.79326876684
584,230471.02775424303
1315,140555.73580632388
1606,143119.2430470469
206,94223.81662799102
1685,371876.71448530327
2016,130280.11242072325
869,200367.913959787
2135,110860.88192937622
2346,178743.97191865844
2430,236181.29956023043
2198,66402.8176479431
2652,135606.44024578427
27,110662.6751194061
241,173447.37456062343
906,123187.81685887485
1506,125461.81740698146
2098,357121.7796249015
1435,213973.20091431154
2213,146066.74484156034
1274,129910.92158019185
743,3847.017700666387
1737,216674.51756468634
2797,263854.2707346686
2185,34373.46925721041
58,159324.01415095164
830,211197.68191844446
808,101964.53465773971
680,136555.743275599
1153,101274.12708056677
1291,133293.15068235795
1818,145507.2856789513
2161,189953.8870084683
1883,96258.23121510216
350,338982.21333284304
2473,145503.2253391713
295,184672.04122748395
293,170035.42514969484
859,124636.71533065595
288,75511.1530134575
1578,149442.6525655421
102,214500.4413628436
2831,125885.51390015054
1030,152496.76124603403
2551,146384.80501914752
1286,163376.50713714486
958,310851.09386618517
776,140457.46520747532
72,242165.61356722988
2263,262224.999977438
1866,144873.1103138663
2876,63887.417124699525
2146,236038.04236700176
103,163137.58235318365
1500,109953.45254518383
492,191671.26922988956
167,156409.62025776494
2597,119493.1366602816
2685,128201.51116216303
1035,153370.4371318501
1220,64218.95034589293
2602,154554.86750624777
2159,205656.51478393804
695,129426.68610251599
1109,284788.9237764868
640,186331.1702699958
1652,145725.50323964795
2090,182882.2851683504
1188,181240.57499604434
2345,216252.3334893308
1059,394114.43352005724
2751,251872.1744456893
128,196396.68872990974
1523,190555.0100235013
2925,184899.29864837066
2145,292689.59051789297
1121,234349.4031725309
566,238361.4494547081
565,263521.98746675183
1331,142987.38384239224
2928,128715.931542924
156,135357.22226125057
797,121148.6262568437
327,86101.98230835915
2859,148267.52189379442
1453,115849.2621408541
1762,356631.546986943
1868,207359.2696254993
1760,174141.16288113713
1113,230060.1684072773
1812,192196.5027116984
117,150929.2806164704
1142,205797.4396720414
2342,405484.6100531316
927,159423.29110175028
2478,182261.99797361402
655,70670.29821965043
2064,130052.63278332399
369,294048.624086268
2239,118600.00782406586
2732,215413.35919583103
1653,155465.65188024094
959,227407.23530799506
2395,360775.9093704134
1412,107903.83785127253
271,247259.19927540858
1484,138459.24105410525
1497,158667.59928173028
552,152240.5552707212
2,125461.29853417972
1855,311523.3325636566
4,278331.8450521451
2292,154222.65955380528
134,133066.9162872454
646,92941.84703379376
42,332081.9759968574
532,226324.7697674381
713,93814.85092583646
2561,131837.05362566593
2360,126742.28076163339
1333,120048.67481106339
1407,213518.42226305397
2892,293813.9663794489
574,204120.16000765128
1227,197120.92815247554
2591,198646.1056402356
1476,212331.25623716039
1125,267772.6441350243
1446,140564.93979031098
408,130144.37204014469
1101,298326.84503817034
2251,203686.82970983835
373,178932.47373856354
2554,134799.41119006643
2382,285025.5143135376
1985,75451.90943110015
519,253391.18182230642
1093,192930.68345158885
864,243337.60808452597
2889,131846.279961435
2308,194904.6240412223
986,178386.62443957332
1302,152284.65761080827
585,144265.61386002522
2708,153883.552525287
147,124028.96237053527
1441,220858.73100200095
383,192491.57753524103
285,150942.43245660435
181,107745.14551785428
358,185145.84957709414
780,160915.4664813368
258,181376.70439676012
1865,218084.61120991586
692,110548.90172905332
2902,318707.50671836815
508,266878.1230472076
2638,168975.02970275213
36,137122.14682210586
611,155103.02981395862
2281,163869.26501718478
1678,112695.25466285502
1696,442004.5228025598
1557,46495.505013022805
2180,162545.47192392012
1726,238723.09554956792
951,147633.68124027885
267,217587.81195266513
2706,125589.23041631136
2221,268517.9191825505
1357,157054.06188313878
2901,297915.15031487064
347,153276.92894236476
2164,199947.15914973043
1586,308443.4696976198
360,142188.34110148996
1769,273320.8001145287
2617,162774.19162473484
1879,134723.9578954054
991,224336.96062444316
1535,139017.48742592247
1191,145247.03703017597
1579,235427.0002973958
1882,151763.35579163334
1510,144411.67802692176
2196,161562.2032886032
1845,187043.71642908035
2336,410782.92456807743
942,76801.12042371722
861,138007.3145553357
2555,130272.72146081827
1392,171101.77231100178
2099,270548.9845568371
1543,117922.62125719972
948,275839.2665427077
1239,189508.31374788441
22,181272.3734087333
2796,247607.09107285063
2747,176231.32178679373
92,289967.6811494826
210,154670.1510173414
1858,197115.26745028616
2228,147616.8643189115
447,265309.80840089754
827,242272.40374000496
1649,218926.0702360403
682,128277.12778595727
2698,104402.8771201182
494,151361.39428957755
214,70566.21713315597
2441,229485.30653675873
2679,114763.22227570717
1336,139510.89832238012
465,168256.35411929007
1524,156121.37501942017
2543,103867.13194854176
631,142340.02040097505
2452,325365.81039645395
228,160468.4418283409
126,180992.92165084372
1092,245000.2286976341
1122,218536.38839672654
932,242352.92496919347
1980,42093.72804652581
2171,119244.45443343742
551,158297.86146471428
2768,166904.95257764426
2056,109953.69457721154
1159,360634.4999410757
2645,124267.55266466487
1174,147483.54651579377
2266,201821.72730997193
2462,356115.08039586165
1219,140575.64814126387
2922,170772.71918104807
118,144940.76701625955
474,168048.38934819034
2576,148899.7733811048
872,268203.89049548795
1077,224012.7543131316
1536,167572.64623023005
1150,114367.8755950407
2341,330490.7286551462
1931,148515.2066393483
2785,127470.70370344774
2538,115916.75455379834
597,201777.83478760335
464,190759.1074941297
233,231695.42142580505
2169,130013.18103821437
2123,171461.71106899215
1867,174161.67317233398
137,251856.5306138278
515,243173.72532062494
933,99786.60921576587
2784,152441.8530549884
972,154387.75169464198
599,181676.61004804017
2614,126678.47960805323
2582,139519.32930343295
1409,182554.9068470033
175,106482.5132449154
352,266646.3946021582
976,97243.11820443568
2134,185730.76158641695
984,107212.31091368101
2396,344246.7310117936
1673,121102.51843491277
404,115290.01199037644
607,182139.4870129818
814,154312.41690611874
868,164405.0352556436
2271,188152.33566846134
1633,249964.0341470976
337,173212.33752858764
2765,181244.8039763713
1746,255513.69228952946
368,366682.8067520688
2806,204114.3078243946
1662,188988.866630745
1234,221540.01804436874
1373,120416.80426153878
1672,101257.21614989378
1939,115073.89405854353
