id,saleprice
741,136571.84573978675
1611,124237.79197395605
2532,129936.69867806695
1081,223699.11102015374
1692,435474.8423069363
2520,190418.13296447054
276,116379.32496039616
1992,122537.65614434809
663,37094.44958129292
418,110567.7541483615
1733,212465.25672031508
2359,139239.65100452455
253,198340.27218025853
1518,187978.06630717928
2035,143918.69171219133
2919,72939.0506227446
1540,241592.19874939928
2120,144117.74473706353
1674,165981.09023431817
256,148169.59419729107
2361,99723.57386225509
978,71220.21473581076
2280,112461.62288574793
2095,230907.53667622723
1709,331706.3400289364
2801,248367.1876389482
1246,121309.4674181036
2373,88220.62384975795
1055,322612.71179215703
2017,136085.41519144922
1099,301215.7763934289
1344,71853.35116280499
835,196888.1260247887
1117,237796.06060868537
2043,88003.2129612636
2085,100256.2573128948
410,142496.22135087778
2650,111930.42891739367
2867,164384.28938202956
1668,107969.33786389325
1161,154689.73537215427
2122,167822.6050067671
2539,157402.527546671
1047,141086.3385923109
1445,141070.23827296542
541,123444.11763622414
569,235913.72812210512
1276,127091.07963860373
918,160076.6609678578
326,169503.00674192724
1936,125743.1760217615
895,98151.41818349436
257,156297.74005975144
1241,171523.5136663987
1545,112082.77011348528
1189,175605.93204621808
270,131708.65279035526
2066,185086.54955859226
693,101946.70732817322
1259,137433.21842477145
2916,149172.6432061009
2321,328270.5119957252
1977,101827.7542378609
1895,132533.9646244943
1240,189347.3863543081
85,156958.02468208713
1823,120893.08243461698
825,296050.71999817516
110,233908.90252821834
697,103507.82921719865
2297,120034.18980101543
1231,128297.25424583803
1355,133252.08770552045
968,330664.7791950833
584,232224.23843941698
1315,141670.80278434383
1606,134617.2196887202
206,87183.020678818
1685,376503.7113147208
2016,126933.86508821626
869,204479.7342250771
2135,111773.69543824403
2346,175760.42991596996
2430,231090.774664102
2198,85239.6978945802
2652,135182.54333424103
27,106680.52155595284
241,170266.26833498513
906,118010.00805541908
1506,112922.50253713841
2098,369902.2119504692
1435,213269.81386408897
2213,143936.47381130175
1274,133146.99214562553
743,14621.818880767329
1737,220553.70774509723
2797,263658.4969104732
2185,42621.06548316614
58,164204.10012123175
830,214676.4728182638
808,107923.63703545835
680,141037.38507004234
1153,108241.49322934542
1291,130899.42234914412
1818,144880.34815134679
2161,193236.62311722292
1883,108646.97221426829
350,346142.3238868043
2473,150424.28636324708
295,186514.9867371003
293,170837.34726850106
859,128628.70421844686
288,76777.90530154388
1578,147055.18622426817
102,207171.20880563534
2831,133481.86674829666
1030,154256.6325800689
2551,150237.34717536683
1286,160110.97730209737
958,314263.468137322
776,141589.73025326233
72,239080.3863532131
2263,265567.67747539876
1866,139856.55712268967
2876,58963.00051526085
2146,241050.7333976474
103,175015.40931066452
1500,103884.5718982619
492,192734.84805641545
167,155646.60687719472
2597,122327.12461955601
2685,131363.83689210564
1035,158161.80124033417
1220,78507.92021192226
2602,159390.83495365933
2159,210585.49618623522
695,132169.9654188482
1109,274976.5415976709
640,181632.40960019513
1652,147781.91380923754
2090,159530.14312376175
1188,184536.1509254455
2345,214317.32522643008
1059,396721.41466555255
2751,255626.78603036678
128,198173.24602426414
1523,191545.66297532816
2925,185963.05442234036
2145,299437.4448283056
1121,238268.62542778463
566,252544.32897265046
565,254184.1617678816
1331,144960.45720850257
2928,132288.0032533172
156,133779.75259618997
797,117514.98942181875
327,82572.80689836678
2859,145100.81116094242
1453,119907.27614734496
1762,346441.97739740077
1868,208358.25981380697
1760,173818.6648050606
1113,231626.22897863737
1812,189496.50081388955
117,153558.22397145175
1142,204548.50746817514
2342,399256.54595438973
927,156966.47136786056
2478,179692.88558638957
655,73610.5249182639
2064,125323.97628728452
369,290160.87352055206
2239,122683.99825667031
2732,216060.89246133575
1653,154773.56209154124
959,229546.6331361154
2395,362847.74184623593
1412,110629.50542131928
271,242161.78762431524
1484,136712.07497256878
1497,151998.5957521447
552,160804.33066604426
2,125972.09424691019
1855,317367.8587944631
4,286032.85170213284
2292,153634.64825075818
134,131526.40844851919
646,96335.78429887618
42,325022.0933294004
532,230976.8662514598
713,90267.23644271668
2561,132542.34139840654
2360,128939.55143735278
1333,112083.81413614866
1407,217935.94838326355
2892,298782.9093004401
574,212741.09834487608
1227,205594.59677548066
2591,218307.13850717293
1476,214547.58966763888
1125,264471.43025825766
1446,147145.410687726
408,133580.7670886052
1101,290002.4820472195
2251,200634.47366350784
373,180220.2399671682
2554,139927.48339605646
2382,279643.7018686837
1985,78566.11756059912
519,261654.77399247792
1093,188726.18416059227
864,249091.86866429762
2889,139176.76241788245
2308,194385.49082252546
986,166934.90069400833
1302,148114.58481882024
585,145038.7373903955
2708,158722.88030397065
147,125569.87260685721
1441,223292.1190545716
383,191336.99948775896
285,151372.49405345495
181,105575.47212954471
358,187847.7712303364
780,169913.2593648521
258,182250.4593505289
1865,218084.50056025595
692,112868.63270341116
2902,327795.7951405498
508,263856.4751146372
2638,167338.78543331253
36,137833.13635720266
611,156760.58715303498
2281,158919.97713745607
1678,109998.92775467178
1696,448023.9660604398
1557,45883.92434411449
2180,156854.8006110799
1726,244704.20974801772
951,149660.38576560153
267,221303.97960257856
2706,126731.76096372004
2221,269614.1433979657
1357,160433.49238904694
2901,304402.16903629445
347,159781.95239811693
2164,203122.6494450518
1586,314232.86551838485
360,143409.06303147913
1769,266806.2323663307
2617,173367.13181224815
1879,138363.91638448834
991,221262.90498659108
1535,129829.85305572336
1191,145898.72750631103
1579,238014.6550952465
1882,153933.6394406926
1510,139042.65089224302
2196,172577.81148628693
1845,183431.80602298304
2336,406500.59896893194
942,76996.596023296
861,136103.16440726025
2555,131931.1924115806
1392,168661.1073277929
2099,277163.5264778733
1543,125829.39346036734
948,276848.1197325025
1239,189191.55999534635
22,182902.68840344343
2796,249065.76491843956
2747,181771.6809941692
92,276058.771397965
210,158475.41755632986
1858,190423.02609675843
2228,148119.12068206386
447,265008.7412744446
827,246749.27738599433
1649,211985.86659332155
682,130552.00514897506
2698,98238.26078584639
494,155728.04560634308
214,61727.96742812486
2441,242017.90429740422
2679,115129.10064235015
1336,139625.59967490856
465,168207.72736505442
1524,156118.86660110508
2543,103330.73534200946
631,147888.2207511135
2452,310978.61489183106
228,172818.77006920567
126,173175.92975388071
1092,251812.5165173486
1122,219597.9778745242
932,237388.67535313498
1980,55095.309737312724
2171,112249.08976004121
551,160923.65757937706
2768,177013.7794569456
2056,109624.15287673473
1159,352109.15991803363
2645,121017.73710827413
1174,159661.42184485053
2266,203894.3554631014
2462,361006.4107708129
1219,140208.45882489148
2922,172971.2183356766
118,146975.64496675483
474,159223.20852672064
2576,151614.99878983805
872,273721.4723483047
1077,225845.75618318468
1536,161489.68809300207
1150,111977.0136030293
2341,340567.63306507934
1931,155389.62817886064
2785,128540.8226642235
2538,112877.85936961847
597,205365.03631920763
464,215761.76626230066
233,246838.18601557775
2169,130111.77689606172
2123,168150.54327339714
1867,170213.68107786914
137,255944.372224643
515,244222.8147702393
933,104470.7466070007
2784,153137.4411264226
972,153382.68520532735
599,182757.6749974992
2614,130265.02351291222
2582,142067.60108232137
1409,180545.64678287564
175,107052.70568518923
352,262900.41459551756
976,101893.39703524322
2134,188262.2844484161
984,104711.81298609043
2396,341221.7642131292
1673,122152.27247109392
404,105561.26663483295
607,177162.19473248464
814,155057.46088986902
868,179925.90037741966
2271,189336.1634016406
1633,251308.0265366335
337,177483.29417430388
2765,188856.5507882716
1746,252046.76978949923
368,365063.31456479884
2806,205828.38961625216
1662,189875.69728780526
1234,222424.03385588864
1373,124063.87509987364
1672,97442.9216693457
1939,116269.76391346601
